profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp wan80 10 5 100 100 98726279 99891326 101734332 102910843 99953689.790 754550.279
paper_style exp2 password_update_tcp wan80 10 5 100 100 369346720 371837504 374483307 378046641 372052774.470 1334797.364
