profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 10 5 100 100 22377195 23503638 24757568 27347025 23582131.060 670020.565
paper_style exp2 password_update_tcp lan4 10 5 100 100 63640085 65865143 77822592 95249480 67481824.330 5110115.484
