profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp wan80 3 2 100 100 94086351 95689788 98294593 103028625 96037141.310 1297062.458
paper_style exp2 password_update_tcp wan80 3 2 100 100 358888000 361924465 365697295 367227680 362196338.160 1656022.149
