profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
modern exp2 token_generation_tcp wan80 10 5 100 100 83526844 84365479 86305717 87326519 84502096.600 755206.428
modern exp2 password_update_tcp wan80 10 5 100 100 333581461 336002449 341423831 351924189 336745654.310 2451106.079
