profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 10 10 100 100 35818428 43002516 47147721 48264019 42037719.540 3542906.760
paper_style exp2 password_update_tcp lan4 10 10 100 100 94942759 98766072 116591034 138682487 101476431.030 6962092.592
