profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp3 ssh_sign_service lan4 6 3 100 100 23984779 25498373 28104457 33626031 25890709.940 1445298.415
paper_style exp3 ssh_handshake lan4 6 3 100 100 252289350 296040109 356477523 388419286 301076106.200 29860126.734
