profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 10 5 100 100 22197601 23466584 25191802 27119733 23581190.700 840932.611
paper_style exp2 password_update_tcp lan4 10 5 100 100 63653122 65871607 67741597 69243954 65801233.520 1156663.999
