profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp3 ssh_sign_service wan80 3 2 100 100 17647471 20387956 30719856 38476345 22257276.940 4180106.713
paper_style exp3 ssh_handshake wan80 3 2 100 100 1192863812 1290434456 1400500758 1446874648 1288483557.840 54792189.985
