profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
modern exp2 token_generation_tcp lan4 10 5 100 100 6724543 7025830 7536689 8341540 7058432.390 244693.144
modern exp2 password_update_tcp lan4 10 5 100 100 26572917 28627946 30919754 34029935 28709395.120 1345810.925
