profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp wan80 3 2 100 100 95277182 110235850 119473191 125773025 108292221.570 8377741.578
paper_style exp2 password_update_tcp wan80 3 2 100 100 360075228 411036977 437941594 446843015 406486014.000 23366000.498
