profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp wan80 6 3 100 100 95063203 96326711 98227781 104974580 96652755.920 1583644.420
paper_style exp2 password_update_tcp wan80 6 3 100 100 360373514 363094297 366807787 373702061 363322988.380 1981990.398
