profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp wan80 10 10 100 100 110677150 113440230 117254269 118519527 113829919.820 1724120.995
paper_style exp2 password_update_tcp wan80 10 10 100 100 402709658 407672279 419686651 427321058 408909737.650 4644198.884
