profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
modern exp2 token_generation_tcp lan4 10 10 100 100 8732892 9437778 10473558 11221225 9542129.470 477574.505
modern exp2 password_update_tcp lan4 10 10 100 100 29478832 31288948 32795391 33053605 31415167.880 811197.639
