profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
modern exp2 token_generation_tcp lan4 10 10 100 100 8846692 9396098 10224975 10467896 9453780.310 379425.764
modern exp2 password_update_tcp lan4 10 10 100 100 29251500 30874007 33150146 34665837 30997146.400 979321.475
