profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp3 ssh_sign_service lan4 6 3 100 100 24261818 25622659 27543841 28525407 25798567.140 807741.284
paper_style exp3 ssh_handshake lan4 6 3 100 100 252560932 284037775 380224294 426670628 296036245.840 38698615.996
