profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 3 2 100 100 18447524 19611265 21889122 23202464 19892809.180 923913.419
paper_style exp2 password_update_tcp lan4 3 2 100 100 53471560 54812213 56914185 59036291 54947072.290 984286.540
