profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp3 ssh_sign_service lan4 10 10 100 100 72542367 75094642 78333510 83166615 75318844.090 1888882.580
paper_style exp3 ssh_handshake lan4 10 10 100 100 303924898 340075400 425734644 473836418 344113564.390 37155199.379
