profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 6 3 100 100 18581349 19322276 20267097 20377667 19353991.380 427674.675
paper_style exp2 password_update_tcp lan4 6 3 100 100 52659001 54230886 55946569 56375605 54336067.950 701517.764
