profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp3 ssh_sign_service lan4 10 5 100 100 38018780 39757407 42279717 45003571 39959311.120 1375237.415
paper_style exp3 ssh_handshake lan4 10 5 100 100 267550938 310811739 384499327 399684418 315343513.480 31707822.111
