profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 3 2 100 100 18466870 19433969 21599621 23228570 19665649.380 806195.485
paper_style exp2 password_update_tcp lan4 3 2 100 100 52843456 54560443 59007747 60585087 55184646.270 1765381.333
