profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp3 ssh_sign_service lan4 10 5 100 100 37745179 39378204 43182806 46465186 39746398.770 1486515.903
paper_style exp3 ssh_handshake lan4 10 5 100 100 264310448 296549189 396998108 419568171 309997538.600 35576332.432
