profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
paper_style exp2 token_generation_tcp lan4 10 5 100 100 21859297 22713777 24214502 25300048 22803381.130 659711.431
paper_style exp2 password_update_tcp lan4 10 5 100 100 63094022 65611666 69186802 71615738 65826206.430 1706778.845
