profile experiment metric network n t samples warmup min_ns p50_ns p95_ns max_ns mean_ns stddev_ns
modern exp2 token_generation_tcp wan80 10 5 100 100 83158964 83924382 85110852 85858104 84058643.230 490657.061
modern exp2 password_update_tcp wan80 10 5 100 100 335169925 336648087 339145716 340896536 336883234.010 1147881.893
